"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Will parse an incorrectly cased type and return/use the correct casing for the data fetching","Parsing the debounced input for type and keyword values","Sat Jan 17 00:45:06 UTC 2026","passed","Sat Jan 17 00:45:06 UTC 2026","","","",""
"Test cases for TestUnmarshalInt64OverflowToInt64","0","TestUnmarshalInt64OverflowToInt64","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalInt64OverflowToInt64","TestUnmarshalInt64OverflowToInt64"
"","86","should display ""Password"" input","Enable2FADialog","Sat Jan 17 00:45:45 UTC 2026","passed","Sat Jan 17 00:45:45 UTC 2026","","","",""
"","359","sets exploreSearchTab param to pathfinding when the user clicks the `pathfinding` tab","ExploreSearch sets searchType on tab changing","Sat Jan 17 00:47:33 UTC 2026","passed","Sat Jan 17 00:47:34 UTC 2026","","","",""
"","184","Verify Vault Reader count is the count returned by All Readers","EntityInfoDataTable","Sat Jan 17 00:43:59 UTC 2026","passed","Sat Jan 17 00:43:59 UTC 2026","","Node count for Vault Readers nested table","",""
"","17","displays contact admin message when hidden edge is true","EdgeInfoContent","Sat Jan 17 00:43:07 UTC 2026","passed","Sat Jan 17 00:43:07 UTC 2026","","EdgeInfoContent support for hidden edges","",""
"Test cases for TestManagementResource_SAMLLoginHandler","13","TestManagementResource_SAMLLoginHandler","","Sat Jan 17 00:42:29 UTC 2026","passed","Sat Jan 17 00:42:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_SAMLLoginHandler","TestManagementResource_SAMLLoginHandler"
"","345","renders a preview version","Cypher Search component for Zone Management","Sat Jan 17 00:45:19 UTC 2026","passed","Sat Jan 17 00:45:19 UTC 2026","","","",""
"Test cases for TestManagementResource_ListAuthTokens_Filtered","1","TestManagementResource_ListAuthTokens_Filtered","","Sat Jan 17 00:42:19 UTC 2026","passed","Sat Jan 17 00:42:19 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthTokens_Filtered","TestManagementResource_ListAuthTokens_Filtered"
"","1","handles null or empty madeBy","createHistoryParams","Sat Jan 17 00:46:06 UTC 2026","passed","Sat Jan 17 00:46:06 UTC 2026","","","",""
"","12","populates the cypher search field with the decoded query when the associated query params are set","useCypherSearch","Sat Jan 17 00:46:38 UTC 2026","passed","Sat Jan 17 00:46:38 UTC 2026","","","",""
"","277","disables GraphButton when isCurrentSearchOpen is true","GraphControls","Sat Jan 17 00:43:29 UTC 2026","passed","Sat Jan 17 00:43:30 UTC 2026","","Searching current results","",""
"Test cases for TestQueries_BuildEntityQueryParams_DataTypeCount","0","TestQueries_BuildEntityQueryParams_DataTypeCount","","Sat Jan 17 00:42:00 UTC 2026","passed","Sat Jan 17 00:42:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestQueries_BuildEntityQueryParams_DataTypeCount","TestQueries_BuildEntityQueryParams_DataTypeCount"
"","373","should display a ""Configure Multi-Factor Authentication"" modal","UserProfile","Sat Jan 17 00:44:47 UTC 2026","passed","Sat Jan 17 00:44:48 UTC 2026","","""Multi-Factor Authentication Enabled"" switch is enabled","",""
"Test cases for TestUnmarshalInt64","0","TestUnmarshalInt64","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalInt64","TestUnmarshalInt64"
"","1","returns the same nodes from the graphData","getExploreTableData","Sat Jan 17 00:44:58 UTC 2026","passed","Sat Jan 17 00:44:58 UTC 2026","","","",""
"Test cases for TestCreateUser_FailureDuplicateEmail","866","TestCreateUser_FailureDuplicateEmail","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestCreateUser_FailureDuplicateEmail","TestCreateUser_FailureDuplicateEmail"
"","49","sets autoDisplayTable to false if enabled param is false","useExploreTableAutoDisplay","Sat Jan 17 00:46:01 UTC 2026","passed","Sat Jan 17 00:46:01 UTC 2026","","","",""
"","1","adds email filter if madeBy contains ""@""","createHistoryParams","Sat Jan 17 00:46:06 UTC 2026","passed","Sat Jan 17 00:46:06 UTC 2026","","","",""
"","59","should hide Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is false","UpdateUserForm","Sat Jan 17 00:43:00 UTC 2026","passed","Sat Jan 17 00:43:00 UTC 2026","","","",""
"Test cases for TestResources_GetAvailableDomains","0","TestResources_GetAvailableDomains","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAvailableDomains","TestResources_GetAvailableDomains"
"","398","does fires TagToLabelDialog when the Label option is clicked","TagToZoneLabel","Sat Jan 17 00:43:00 UTC 2026","passed","Sat Jan 17 00:43:00 UTC 2026","","","",""
"Test cases for TestTimeExactEqual","0","TestTimeExactEqual","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimeExactEqual","TestTimeExactEqual"
"Test cases for TestMarshalTime","0","TestMarshalTime","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalTime","TestMarshalTime"
"","186","renders enabled Zone tab and disabled Rule and Object tabs","Selected Details Tabs","Sat Jan 17 00:44:09 UTC 2026","passed","Sat Jan 17 00:44:09 UTC 2026","","Selected Details Tabs - Params present","",""
"Test cases for TestIngestJobs_IsSortable","0","TestIngestJobs_IsSortable","","Sat Jan 17 00:41:59 UTC 2026","passed","Sat Jan 17 00:41:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestIngestJobs_IsSortable","TestIngestJobs_IsSortable"
"","167","a null response from the server is handled","ExploreSearchCombobox with null response","Sat Jan 17 00:43:55 UTC 2026","passed","Sat Jan 17 00:43:55 UTC 2026","","","",""
"","68","Validate Displays all the Roles","useListDisplayRoles","Sat Jan 17 00:43:28 UTC 2026","passed","Sat Jan 17 00:43:28 UTC 2026","","","",""
"","0","runs a cypher search when the query param is set to ""cypher""","useExploreGraph","Sat Jan 17 00:44:24 UTC 2026","passed","Sat Jan 17 00:44:24 UTC 2026","","exploreGraphQueryFactory","",""
"","256","AZRole information panel will not display a section for PIM Assignments","EntityInfoContent","Sat Jan 17 00:44:53 UTC 2026","passed","Sat Jan 17 00:44:54 UTC 2026","","","",""
"Test cases for TestParseSkipQueryParameter_Invalid","0","TestParseSkipQueryParameter_Invalid","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseSkipQueryParameter_Invalid","TestParseSkipQueryParameter_Invalid"
"","59","initializes search tab to node search if the exploreSearchTab is not a supported tab name on first render","ExploreSearch sets searchType on tab changing","Sat Jan 17 00:47:34 UTC 2026","passed","Sat Jan 17 00:47:34 UTC 2026","","","",""
"Test cases for TestIsValidContentTypeForUpload","1","TestIsValidContentTypeForUpload","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestIsValidContentTypeForUpload","TestIsValidContentTypeForUpload"
"Test cases for TestError","0","TestError","","Sat Jan 17 00:41:44 UTC 2026","passed","Sat Jan 17 00:41:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestError","TestError"
"Test cases for TestDatabase_GetAssetGroupTag","1","TestDatabase_GetAssetGroupTag","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestDatabase_GetAssetGroupTag","TestDatabase_GetAssetGroupTag"
"Test cases for TestWriteBinaryResponse","0","TestWriteBinaryResponse","","Sat Jan 17 00:41:44 UTC 2026","passed","Sat Jan 17 00:41:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestWriteBinaryResponse","TestWriteBinaryResponse"
"Test cases for TestMarshalFloatText","0","TestMarshalFloatText","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalFloatText","TestMarshalFloatText"
"","43","when `selectedItem` is provided, the combobox displays the icon","icon rendering","Sat Jan 17 00:43:55 UTC 2026","passed","Sat Jan 17 00:43:55 UTC 2026","","","",""
"TestMigrator_GenerateManifestAfterVersion builds upon the GenerateManifest testby starting from different version points and spot checking migration counts.","0","TestMigrator_GenerateManifestAfterVersion","","Sat Jan 17 00:41:57 UTC 2026","passed","Sat Jan 17 00:41:57 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/migration/TestMigrator_GenerateManifestAfterVersion","TestMigrator_GenerateManifestAfterVersion"
"Test cases for TestParseIntQueryParameter","88","TestParseIntQueryParameter","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseIntQueryParameter","TestParseIntQueryParameter"
"Test cases for TestStringIsZero","0","TestStringIsZero","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringIsZero","TestStringIsZero"
"","1505","Clicking header allows user to sort by column","ExploreTable","Sat Jan 17 00:42:46 UTC 2026","passed","Sat Jan 17 00:42:47 UTC 2026","","","",""
"Test cases for TestManagementResource_ServeSigningCertificate","5","TestManagementResource_ServeSigningCertificate","","Sat Jan 17 00:42:29 UTC 2026","passed","Sat Jan 17 00:42:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ServeSigningCertificate","TestManagementResource_ServeSigningCertificate"
"Test cases for TestResources_ListADComputerSQLAdmins","0","TestResources_ListADComputerSQLAdmins","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADComputerSQLAdmins","TestResources_ListADComputerSQLAdmins"
"Test cases for Test_PrimaryNodeKind","2","Test_PrimaryNodeKind","","Sat Jan 17 00:42:10 UTC 2026","passed","Sat Jan 17 00:42:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/graphschema/Test_PrimaryNodeKind","Test_PrimaryNodeKind"
"","141","should call ""onCancel one time""","Enable2FADialog","Sat Jan 17 00:45:46 UTC 2026","passed","Sat Jan 17 00:45:46 UTC 2026","","user clicks ""Cancel"" button","",""
"Test cases for TestUnmarshalBool","0","TestUnmarshalBool","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalBool","TestUnmarshalBool"
"","5810","filter selections are rolled back if user closes modal with the cancel button","EdgeFilter","Sat Jan 17 00:44:50 UTC 2026","passed","Sat Jan 17 00:44:56 UTC 2026","","","",""
"Test cases for TestResources_GetAssetGroupTagMemberInfo","0","TestResources_GetAssetGroupTagMemberInfo","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupTagMemberInfo","TestResources_GetAssetGroupTagMemberInfo"
"","0","Empty input is provided","Parsing the debounced input for type and keyword values","Sat Jan 17 00:45:06 UTC 2026","passed","Sat Jan 17 00:45:06 UTC 2026","","","",""
"Test cases for TestWriteErrorResponse_InvalidFormat","0","TestWriteErrorResponse_InvalidFormat","","Sat Jan 17 00:41:44 UTC 2026","passed","Sat Jan 17 00:41:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestWriteErrorResponse_InvalidFormat","TestWriteErrorResponse_InvalidFormat"
"","2301","should allow user to create new SAML provder and then display it in the table","SSOConfiguration","Sat Jan 17 00:43:43 UTC 2026","passed","Sat Jan 17 00:43:45 UTC 2026","","","",""
"Test cases for TestStringEqual","0","TestStringEqual","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringEqual","TestStringEqual"
"Test cases for TestFormatDatabaseErrorNotFound","0","TestFormatDatabaseErrorNotFound","","Sat Jan 17 00:41:44 UTC 2026","passed","Sat Jan 17 00:41:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestFormatDatabaseErrorNotFound","TestFormatDatabaseErrorNotFound"
"","92","takes the param appendQueryKey and will append that value to the existing queryKey","useAvailableEnvironments","Sat Jan 17 00:46:07 UTC 2026","passed","Sat Jan 17 00:46:08 UTC 2026","","useAvailableEnvironments","",""
"","2","prevents Sigma defaults events","preventAllDefaults","Sat Jan 17 00:48:15 UTC 2026","passed","Sat Jan 17 00:48:15 UTC 2026","","","",""
"Test cases for TestMarshalInt","0","TestMarshalInt","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalInt","TestMarshalInt"
"Test cases for TestContextMiddleware_InvalidWait","0","TestContextMiddleware_InvalidWait","","Sat Jan 17 00:41:45 UTC 2026","passed","Sat Jan 17 00:41:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestContextMiddleware_InvalidWait","TestContextMiddleware_InvalidWait"
"Test cases for TestBuildSQLSort","1","TestBuildSQLSort","","Sat Jan 17 00:41:44 UTC 2026","passed","Sat Jan 17 00:41:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestBuildSQLSort","TestBuildSQLSort"
"","397","calls openSAMLProviderDialog when SAML Provider menu item is clicked","CreateMenu","Sat Jan 17 00:43:50 UTC 2026","passed","Sat Jan 17 00:43:50 UTC 2026","","oidc_support feature flag enabled","",""
"Test cases for Test_filterNodesToSearchResult_filterEnvironmentsEmpty","0","Test_filterNodesToSearchResult_filterEnvironmentsEmpty","","Sat Jan 17 00:42:00 UTC 2026","passed","Sat Jan 17 00:42:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_filterNodesToSearchResult_filterEnvironmentsEmpty","Test_filterNodesToSearchResult_filterEnvironmentsEmpty"
"Test cases for TestBoolScan","0","TestBoolScan","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolScan","TestBoolScan"
"","1082","should call onSave when Save button is clicked and form input is valid","CreateUserDialog","Sat Jan 17 00:43:18 UTC 2026","passed","Sat Jan 17 00:43:19 UTC 2026","","","",""
"","10","constructs correct URLSearchParams with all filters","createHistoryParams","Sat Jan 17 00:46:06 UTC 2026","passed","Sat Jan 17 00:46:06 UTC 2026","","","",""
"Test cases for TestResources_GetAssetGroupTagHistory","1","TestResources_GetAssetGroupTagHistory","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupTagHistory","TestResources_GetAssetGroupTagHistory"
"Test cases for TestManagementResource_ListRoles","2","TestManagementResource_ListRoles","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListRoles","TestManagementResource_ListRoles"
"","0","should compute the midpoint of a line segment","bezier","Sat Jan 17 00:47:55 UTC 2026","passed","Sat Jan 17 00:47:55 UTC 2026","","","",""
"","2","should recognize a common properties","validating a node property against the shared generated schema","Sat Jan 17 00:44:01 UTC 2026","passed","Sat Jan 17 00:44:01 UTC 2026","","","",""
"Test cases for TestResources_ListAuditLogs","0","TestResources_ListAuditLogs","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs","TestResources_ListAuditLogs"
"Test cases for TestRequiredValidator","0","TestRequiredValidator","","Sat Jan 17 00:42:07 UTC 2026","passed","Sat Jan 17 00:42:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/validation/TestRequiredValidator","TestRequiredValidator"
"","290","should render an SavedQueryPermissions component","SavedQueryPermissions","Sat Jan 17 00:45:25 UTC 2026","passed","Sat Jan 17 00:45:26 UTC 2026","","","",""
"Test cases for TestResources_ListADComputerAdmins","0","TestResources_ListADComputerAdmins","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADComputerAdmins","TestResources_ListADComputerAdmins"
